listing_id,name,host_id,host_name,host_is_superhost,host_listings_count,host_tenure_years,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bedrooms,beds,price_clean,availability_365,calendar_days,available_days,unavailable_days,availability_rate,occupancy_proxy,number_of_reviews,total_reviews,review_scores_rating,review_scores_cleanliness,review_scores_location,review_scores_communication,estimated_revenue_proxy,superhost_status,price_status,review_status,availability_rate_pct,occupancy_proxy_pct,host_portfolio_segment
787598338587742570,Fully Renovated Apartment in Amsterdam,22530639,Joost,False,1.0,11.69,Bos en Lommer,52.38190116691796,4.857135418524159,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,17,17.0,4.65,4.71,4.65,4.71,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
787770435041349055,Leidse Bosje Amsterdam Center,456004523,E,False,1.0,4.16,De Baarsjes - Oud-West,52.36259,4.87857,Entire home,Entire home/apt,4,2.0,2.0,405.0,88,365,88,277,0.2411,0.7589,16,16.0,5.0,4.88,5.0,5.0,112185.0,Non-Superhost,Available Price,Has Reviews,24.11,75.89,Single-listing host
788138401782921530,Spacious flat in the centre of Amsterdam + garden,155931451,Hidde,False,3.0,8.66,Centrum-Oost,52.3603135,4.8889262,Entire home,Entire home/apt,4,4.0,4.0,850.0,364,365,364,1,0.9973,0.0027,10,10.0,5.0,4.9,5.0,5.0,850.0,Non-Superhost,Available Price,Has Reviews,99.72999999999999,0.27,Small portfolio host
788241810538290795,Cozy 2 bedroom flat nearby museumplein,61234861,Ahmed,False,1.0,10.3,Zuid,52.35203875739313,4.883857143024519,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,7,7.0,4.86,4.86,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
788269273349812696,Beautiful spacious canal house,37910751,Iris,False,1.0,10.95,Centrum-Oost,52.36471,4.92142,Entire rental unit,Entire home/apt,4,2.0,2.0,450.0,361,365,361,4,0.989,0.011,6,6.0,4.67,4.17,5.0,5.0,1800.0,Non-Superhost,Available Price,Has Reviews,98.9,1.0999999999999999,Single-listing host
788325832508556907,Cosy apartment near Vondelpark,10127258,Daniel,False,1.0,12.59,Zuid,52.35009425748292,4.8524198883911085,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
789173015289578108,Luxe appartement 2 bed met parkeerplek & dakterras,49693792,Edward,False,1.0,10.58,Watergraafsmeer,52.34060669127727,4.923002198338509,Entire condo,Entire home/apt,4,2.0,,,89,365,89,276,0.2438,0.7562,4,4.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,24.38,75.62,Single-listing host
791041740929793874,Beautiful family home Amsterdam,492963578,Pamela,False,1.0,3.48,Watergraafsmeer,52.35528,4.937,Entire home,Entire home/apt,6,4.0,4.0,470.0,70,365,70,295,0.1918,0.8082,9,9.0,5.0,5.0,5.0,5.0,138650.0,Non-Superhost,Available Price,Has Reviews,19.18,80.82000000000001,Single-listing host
791273697398397065,"Park 6, room 2",492232175,Maarten,False,2.0,3.5,De Baarsjes - Oud-West,52.3608055,4.8694859,Room in hotel,Private room,2,1.0,,,0,365,0,365,0.0,1.0,3,3.0,5.0,4.67,4.0,4.67,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
792020437529140944,Cosy and modern apartment with terrace,27837566,Juliette,False,1.0,11.34,Watergraafsmeer,52.35446385948031,4.928834196295151,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,5,5.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
792083051394638854,Modern private Loft at Westerpark near Centrum,477216467,Marcel,,2.0,3.81,Westerpark,52.3890156,4.8800626,Entire rental unit,Entire home/apt,2,1.0,1.0,162.0,23,365,23,342,0.063,0.937,17,17.0,5.0,4.76,4.94,4.94,55404.0,Unknown,Available Price,Has Reviews,6.3,93.7,Small portfolio host
792164083412263308,Van Gogh room,68424536,Ike,True,1.0,10.16,Noord-Oost,52.395086193334734,4.932743616741934,Private room in condo,Private room,1,1.0,1.0,66.0,31,365,31,334,0.0849,0.9151,31,31.0,4.97,4.87,4.84,4.97,22044.0,Superhost,Available Price,Has Reviews,8.49,91.51,Single-listing host
792175227111145872,Canal maisonnette,44599612,Ingrid,False,1.0,10.75,Centrum-Oost,52.37035,4.8987,Entire rental unit,Entire home/apt,4,2.0,4.0,400.0,362,365,362,3,0.9918,0.0082,2,2.0,3.5,4.0,5.0,4.0,1200.0,Non-Superhost,Available Price,Has Reviews,99.18,0.8200000000000001,Single-listing host
792410711550919357,Authentic house with garden,148396863,Leon,False,1.0,8.81,Centrum-Oost,52.37083642043192,4.93130799382925,Casa particular,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,1,1.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
792509020051238430,Beautiful ground floor apartment,147810006,Tessa,False,1.0,8.82,Bos en Lommer,52.3772028,4.8495114,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,15,15.0,5.0,4.8,4.93,4.93,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
792572785212838193,Beautiful penthouse near Rai and centre,480438501,Iwan,True,1.0,3.75,De Pijp - Rivierenbuurt,52.343979555645966,4.901324878573616,Entire condo,Entire home/apt,3,1.0,2.0,133.0,66,365,66,299,0.1808,0.8192,67,67.0,4.79,4.85,4.76,4.82,39767.0,Superhost,Available Price,Has Reviews,18.08,81.92,Single-listing host
792615394631903142,Amazing apartment in centrally located Jordaan,1283333,Frans,False,2.0,14.69,Centrum-West,52.372816,4.880903300000001,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,9,9.0,5.0,5.0,4.89,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
792781586502433878,"Great apartment, central located near de Pijp area",493364251,Jelmer,False,1.0,3.48,De Pijp - Rivierenbuurt,52.34550388842853,4.892212999181793,Entire home,Entire home/apt,4,2.0,2.0,314.0,12,365,12,353,0.0329,0.9671,6,6.0,5.0,5.0,5.0,5.0,110842.0,Non-Superhost,Available Price,Has Reviews,3.29,96.71,Single-listing host
793244957221009147,Light Canal House in the Famous Jordaan Area,411179411,Sky,True,1.0,4.96,Centrum-West,52.37375,4.8783,Entire rental unit,Entire home/apt,2,1.0,0.0,225.0,173,365,173,192,0.474,0.526,32,32.0,4.81,4.72,4.97,4.97,43200.0,Superhost,Available Price,Has Reviews,47.4,52.6,Single-listing host
793275064151064655,Fijn appartement van 55m2 in hartje Amsterdam!,32889423,Noor,False,1.0,11.12,Centrum-Oost,52.35948064800345,4.898578715675131,Entire rental unit,Entire home/apt,2,1.0,1.0,190.0,105,365,105,260,0.2877,0.7123,11,11.0,5.0,4.82,5.0,5.0,49400.0,Non-Superhost,Available Price,Has Reviews,28.77,71.23,Single-listing host
793351998105031101,Stunning 95m2 apartment in the heart of Amsterdam,306262037,Louise,False,1.0,6.63,De Pijp - Rivierenbuurt,52.35483247954116,4.891586800138867,Entire condo,Entire home/apt,2,1.0,1.0,405.0,363,365,363,2,0.9945,0.0055,20,20.0,5.0,5.0,5.0,5.0,810.0,Non-Superhost,Available Price,Has Reviews,99.45,0.5499999999999999,Single-listing host
793379562256014254,Private Studio with garden and own entrance,478727071,Adriaan,True,1.0,3.78,Buitenveldert - Zuidas,52.33027427275464,4.866446357478448,Private room in bed and breakfast,Private room,2,1.0,1.0,116.0,302,365,302,63,0.8274,0.1726,77,77.0,4.97,4.97,4.81,4.95,7308.0,Superhost,Available Price,Has Reviews,82.74000000000001,17.26,Single-listing host
793425034930362899,Stylish Canal Apartment w/ Terrace & Views,2876505,Anna,False,1.0,13.95,Westerpark,52.380963,4.873315,Entire condo,Entire home/apt,2,2.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
794522743654698761,Cosy centre apartment | 2 bedrooms | big garden,249794,Marieke,False,1.0,15.72,Oud-Noord,52.39080849916687,4.936438930688478,Entire home,Entire home/apt,3,2.0,3.0,102.0,46,365,46,319,0.126,0.874,3,3.0,4.33,4.33,4.33,5.0,32538.0,Non-Superhost,Available Price,Has Reviews,12.6,87.4,Single-listing host
794817496042912671,Appartement begane grond,16566733,Liselotte,False,1.0,12.03,Westerpark,52.38664,4.88246,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,3,3.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
794876862606823411,"151 SUPERlocated Canalhouse Room, private bathroom",493729292,Riks,True,4.0,3.47,Centrum-West,52.3791537,4.893463199999999,Private room in home,Private room,1,1.0,1.0,134.0,43,365,43,322,0.1178,0.8822,140,140.0,4.9,4.96,4.98,4.96,43148.0,Superhost,Available Price,Has Reviews,11.78,88.22,Small portfolio host
795361985977917878,Luxurious 3 bedroom family home,7943025,Laura,False,1.0,12.88,De Pijp - Rivierenbuurt,52.34417,4.89951,Entire home,Entire home/apt,5,3.0,,,173,365,173,192,0.474,0.526,0,,,,,,,Non-Superhost,Missing Price,No Reviews,47.4,52.6,Single-listing host
795402285972877151,Cosy house in Amsterdam Noord,2377188,Maja,False,2.0,14.1,Oud-Noord,52.39127096242963,4.940504151344277,Entire home,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,19,19.0,5.0,4.79,4.79,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
795440254487650601,Appartement in Amsterdam,60078926,Matthijs,False,1.0,10.32,Watergraafsmeer,52.33896,4.94469,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
795557130616862349,Garden apartment in a nice part of Amsterdam,493888476,Eline,False,1.0,3.47,De Baarsjes - Oud-West,52.36558090407075,4.851030601987748,Entire home,Entire home/apt,2,2.0,,,0,365,0,365,0.0,1.0,4,4.0,4.5,4.0,4.5,4.25,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
796114427642681636,Amsterdam Centre-East Top Floor Apartment,494044437,Derek,False,1.0,3.46,Oud-Oost,52.3661498,4.9296204,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,3,3.0,4.67,4.33,4.67,4.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
796221991065310502,Luxury apartment in Amsterdam,163058040,Koen,False,1.0,8.51,De Pijp - Rivierenbuurt,52.3576701,4.9016454079345895,Entire condo,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,2,2.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
796457785108881438,Hotel vibe apartment,8284564,Wiebe,False,1.0,12.84,De Baarsjes - Oud-West,52.3736346,4.8630933,Entire rental unit,Entire home/apt,2,1.0,1.0,180.0,71,365,71,294,0.1945,0.8055,14,14.0,4.93,4.86,4.86,4.93,52920.0,Non-Superhost,Available Price,Has Reviews,19.45,80.55,Single-listing host
797010394364763532,Peaceful single bed room for a good rest,189021572,Prakash,False,2.0,8.11,Gaasperdam - Driemond,52.29949602486114,4.977332353591919,Private room in rental unit,Private room,1,,,,0,365,0,365,0.0,1.0,16,16.0,4.63,4.06,4.25,4.81,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
797190397272504011,Lovely apartment in city centre,62378155,Pien,True,1.0,10.28,Westerpark,52.37544537892636,4.87435630750815,Entire rental unit,Entire home/apt,2,1.0,1.0,407.0,255,365,255,110,0.6986,0.3014,19,19.0,4.84,4.89,4.84,4.95,44770.0,Superhost,Available Price,Has Reviews,69.86,30.14,Single-listing host
797493759592232189,"Cosy, colorful appartment (pijp)",22330106,Moos,False,1.0,11.7,Oud-Oost,52.35787146338733,4.908123186151521,Entire rental unit,Entire home/apt,2,1.0,1.0,239.0,159,365,159,206,0.4356,0.5644,7,7.0,5.0,4.86,4.71,4.71,49234.0,Non-Superhost,Available Price,Has Reviews,43.56,56.44,Single-listing host
797564692310420004,Cosy & light 2-bedroom apartment,68939596,Charlotte,False,1.0,10.15,De Baarsjes - Oud-West,52.3738803,4.8611398,Entire rental unit,Entire home/apt,4,2.0,,,164,365,164,201,0.4493,0.5507,11,11.0,4.73,4.55,4.55,4.91,,Non-Superhost,Missing Price,Has Reviews,44.93,55.06999999999999,Single-listing host
797695208525378278,4F - Congress Centre Apartments - roof terrace,364305280,Arnold,True,23.0,5.82,De Pijp - Rivierenbuurt,52.34653,4.91046,Entire rental unit,Entire home/apt,4,2.0,3.0,196.0,314,365,314,51,0.8603,0.1397,25,25.0,4.8,4.84,4.88,5.0,9996.0,Superhost,Available Price,Has Reviews,86.03,13.969999999999999,Large portfolio host
797820524449836933,Stylish two floor apartement with private garden,54985737,Martijn,False,1.0,10.43,De Baarsjes - Oud-West,52.3609914899846,4.8645920613266505,Entire home,Entire home/apt,4,2.0,2.0,465.0,54,365,54,311,0.1479,0.8521,4,4.0,4.75,5.0,5.0,5.0,144615.0,Non-Superhost,Available Price,Has Reviews,14.790000000000001,85.21,Single-listing host
797871737885661614,Spacious & warm (family) house in a quiet area,6283148,Sander,False,1.0,13.12,Watergraafsmeer,52.3434144,4.9258615,Entire home,Entire home/apt,5,3.0,4.0,180.0,329,365,329,36,0.9014,0.0986,4,4.0,5.0,5.0,5.0,5.0,6480.0,Non-Superhost,Available Price,Has Reviews,90.14,9.86,Single-listing host
797927009204773683,"Luxury, spacious room with own bath & kitchenette",64761891,Lisa,True,2.0,10.23,Bijlmer-Oost,52.31689025508511,4.985666725866476,Entire guest suite,Entire home/apt,2,1.0,1.0,91.0,77,365,77,288,0.211,0.789,124,124.0,4.88,4.9,4.46,4.98,26208.0,Superhost,Available Price,Has Reviews,21.099999999999998,78.9,Small portfolio host
798299958262511678,"Charming apartment with rooftop, 1 min Vondelpark",40144766,Manon,False,1.0,10.89,De Baarsjes - Oud-West,52.36270963572694,4.8643312337103,Entire rental unit,Entire home/apt,4,2.0,2.0,400.0,6,365,6,359,0.0164,0.9836,13,13.0,4.85,5.0,4.92,5.0,143600.0,Non-Superhost,Available Price,Has Reviews,1.6400000000000001,98.36,Single-listing host
798948243126861330,Bright & Cozy 2BR Guestsuite @ RAI,143098191,Peter,,24.0,8.9,De Pijp - Rivierenbuurt,52.34092424116944,4.90305712698365,Private room in condo,Private room,4,2.0,2.0,257.0,162,365,162,203,0.4438,0.5562,60,60.0,4.63,4.6,4.52,4.8,52171.0,Unknown,Available Price,Has Reviews,44.379999999999995,55.620000000000005,Large portfolio host
799120312632946937,299 TOPlocated Canalhouse Room private bathroom,493729292,Riks,True,4.0,3.47,Centrum-West,52.37874872123445,4.892481544539039,Room in hotel,Private room,1,1.0,1.0,139.0,39,365,39,326,0.1068,0.8932,154,154.0,4.92,4.98,4.97,4.94,45314.0,Superhost,Available Price,Has Reviews,10.68,89.32,Small portfolio host
799131620624616354,"65 superLOCATED CANALhouse Room, private bathroom",493729292,Riks,True,4.0,3.47,Centrum-West,52.3791537,4.893463199999999,Private room in home,Private room,1,1.0,1.0,136.0,42,365,42,323,0.1151,0.8849,126,126.0,4.88,4.9,4.99,4.94,43928.0,Superhost,Available Price,Has Reviews,11.51,88.49000000000001,Small portfolio host
799131634455155307,"284 topLOCATED CANALhouse Room, private bathroom",493729292,Riks,True,4.0,3.47,Centrum-West,52.3798826381568,4.894201805472323,Room in boutique hotel,Private room,1,1.0,1.0,139.0,44,365,44,321,0.1205,0.8795,138,138.0,4.86,4.9,4.95,4.94,44619.0,Superhost,Available Price,Has Reviews,12.049999999999999,87.94999999999999,Small portfolio host
799760430844105903,Lovely canal appartement with garden in De Pijp,61766238,Emma,False,1.0,10.29,De Pijp - Rivierenbuurt,52.34932,4.90317,Entire rental unit,Entire home/apt,2,1.0,1.0,249.0,352,365,352,13,0.9644,0.0356,11,11.0,4.64,4.82,4.73,4.91,3237.0,Non-Superhost,Available Price,Has Reviews,96.44,3.56,Single-listing host
800065755352436194,"Spacious, central and arty",14055367,Hannah,False,1.0,12.2,De Baarsjes - Oud-West,52.36483281392171,4.876747657945328,Entire rental unit,Entire home/apt,2,1.0,1.0,233.0,158,365,158,207,0.4329,0.5671,6,6.0,5.0,5.0,5.0,5.0,48231.0,Non-Superhost,Available Price,Has Reviews,43.29,56.71000000000001,Single-listing host
800486890052558340,Unique Houseboat Amsterdam North,4251914,Lisanne And David,False,1.0,13.57,Oud-Noord,52.39479723085568,4.905592245507795,Houseboat,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,4,4.0,4.75,4.75,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
800832620867585091,Vondel Apartment,20578287,Marijana,False,1.0,11.82,De Baarsjes - Oud-West,52.35782,4.85657,Entire rental unit,Entire home/apt,4,3.0,8.0,225.0,19,365,19,346,0.0521,0.9479,11,11.0,5.0,5.0,4.91,5.0,77850.0,Non-Superhost,Available Price,Has Reviews,5.21,94.78999999999999,Single-listing host
801499823405342751,Appartement in Amsterdam,249058042,Alex,False,1.0,7.27,De Baarsjes - Oud-West,52.3687973,4.8500122,Entire rental unit,Entire home/apt,2,1.0,1.0,315.0,364,365,364,1,0.9973,0.0027,2,2.0,5.0,4.5,5.0,5.0,315.0,Non-Superhost,Available Price,Has Reviews,99.72999999999999,0.27,Single-listing host
801903467211226509,Modern 2 bedroom townhouse in  Amsterdam center,397637440,Louisa,False,1.0,5.17,Centrum-West,52.372014,4.8900161,Entire home,Entire home/apt,4,2.0,2.0,420.0,37,365,37,328,0.1014,0.8986,20,20.0,4.75,4.6,5.0,4.75,137760.0,Non-Superhost,Available Price,Has Reviews,10.14,89.86,Single-listing host
802028101680229362,Friendly family home ‘Komeet’,4542627,Malu,False,1.0,13.47,Noord-West,52.41528,4.88095,Entire home,Entire home/apt,3,3.0,,,0,365,0,365,0.0,1.0,3,3.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
802661337270802215,Stylish apartment with balcony in lovely area,275964056,Timon,False,1.0,6.94,De Baarsjes - Oud-West,52.36868390363114,4.859370147489173,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,4,4.0,5.0,4.75,5.0,4.75,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
802747178212750546,"Light, tasteful, great location",495679628,Danique,False,1.0,3.44,Centrum-West,52.38029,4.88584,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
802893551238826875,Gezellige sfeervolle appartement in ‘de Pijp’,60030634,Maxime,True,1.0,10.32,De Pijp - Rivierenbuurt,52.35569899999999,4.89659,Entire rental unit,Entire home/apt,4,2.0,2.0,677.0,243,365,243,122,0.6658,0.3342,23,23.0,5.0,4.83,4.91,5.0,82594.0,Superhost,Available Price,Has Reviews,66.58,33.42,Single-listing host
802976674666798472,"Charming, double bedroom Vondelpark flat",376878047,Anne,False,1.0,5.57,De Baarsjes - Oud-West,52.35975699999999,4.8641421,Entire rental unit,Entire home/apt,4,2.0,2.0,470.0,6,365,6,359,0.0164,0.9836,14,14.0,5.0,5.0,5.0,5.0,168730.0,Non-Superhost,Available Price,Has Reviews,1.6400000000000001,98.36,Single-listing host
802995375433008818,Cosy apartment East Amsterdam,153020793,Toby,False,1.0,8.72,Oostelijk Havengebied - Indische Buurt,52.36505001779416,4.937874349022584,Entire rental unit,Entire home/apt,2,1.0,1.0,145.0,129,365,129,236,0.3534,0.6466,11,11.0,4.82,4.82,4.82,5.0,34220.0,Non-Superhost,Available Price,Has Reviews,35.339999999999996,64.66,Single-listing host
803390853755224023,Beautiful well located apartment,48748271,Wybe,False,1.0,10.61,Oostelijk Havengebied - Indische Buurt,52.35981,4.93731,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,3,3.0,4.33,4.67,4.0,4.33,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
803430163743436228,Amsterdam Central Apartment with balcony,495838645,Giuseppe,True,10.0,3.44,Centrum-West,52.37398682855862,4.900400544984344,Entire rental unit,Entire home/apt,6,2.0,6.0,488.0,308,365,308,57,0.8438,0.1562,83,83.0,4.95,4.92,4.94,4.96,27816.0,Superhost,Available Price,Has Reviews,84.38,15.620000000000001,Medium portfolio host
803454089548062426,Well-connected cool family spot,7952199,Jesse,False,1.0,12.88,Bijlmer-Oost,52.3266041422035,4.967023688360599,Entire home,Entire home/apt,4,3.0,2.0,147.0,117,365,117,248,0.3205,0.6795,4,4.0,4.5,4.0,4.25,5.0,36456.0,Non-Superhost,Available Price,Has Reviews,32.05,67.95,Single-listing host
803701946348246125,Canal view brightful nest,30809711,Yannick,False,1.0,11.21,Westerpark,52.37403231328089,4.8679689690470695,Entire rental unit,Entire home/apt,4,2.0,2.0,285.0,55,365,55,310,0.1507,0.8493,8,8.0,4.88,4.75,4.88,5.0,88350.0,Non-Superhost,Available Price,Has Reviews,15.07,84.93,Single-listing host
803851623274589695,"Super Central Located, Sailing Canal Houseboat",6849979,Cornelis Johannes Joseph,False,9.0,13.03,Centrum-Oost,52.36747417089954,4.897202773016365,Boat,Entire home/apt,4,2.0,2.0,228.0,275,365,275,90,0.7534,0.2466,12,12.0,4.92,4.67,5.0,5.0,20520.0,Non-Superhost,Available Price,Has Reviews,75.33999999999999,24.66,Medium portfolio host
804083213995142620,Beautiful apartment in Amsterdam,494288388,Josephine,False,1.0,3.46,Centrum-West,52.37801,4.88496,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
804111995458318093,Cozy Private Room in a Monumental Building in Dam,76676515,Spyros,True,1.0,10.03,Centrum-West,52.374302,4.8921789,Private room in condo,Private room,2,1.0,1.0,142.0,194,365,194,171,0.5315,0.4685,309,309.0,4.95,4.96,4.98,4.99,24282.0,Superhost,Available Price,Has Reviews,53.15,46.85,Single-listing host
804241434155997336,stylisch apartment with garden,38904369,Sander,False,1.0,10.92,De Pijp - Rivierenbuurt,52.34313,4.89544,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,5,5.0,5.0,5.0,5.0,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
804291714491143249,Spacious apartment in Amsterdam,82222574,Anouk,False,1.0,9.95,De Pijp - Rivierenbuurt,52.34317609701432,4.896308158960606,Entire rental unit,Entire home/apt,4,3.0,,,0,365,0,365,0.0,1.0,0,,,,,,,Non-Superhost,Missing Price,No Reviews,0.0,100.0,Single-listing host
804924795709235766,Lovely 1 bedroom condo in Amsterdam,156207273,Julia,False,1.0,8.65,Slotervaart,52.353719264338174,4.840622191093244,Private room in condo,Private room,1,1.0,1.0,85.0,351,365,351,14,0.9616,0.0384,17,17.0,4.41,4.71,4.24,4.65,1190.0,Non-Superhost,Available Price,Has Reviews,96.16,3.84,Single-listing host
804930830559538821,Awesome stay near Vondel Park big apartment,16583473,Alphons,True,18.0,12.03,De Baarsjes - Oud-West,52.35813956485138,4.851673878729343,Private room in rental unit,Private room,1,1.0,1.0,107.0,271,365,271,94,0.7425,0.2575,3,3.0,5.0,5.0,5.0,5.0,10058.0,Superhost,Available Price,Has Reviews,74.25,25.75,Medium portfolio host
804991454427847897,Stylish apartment Rivierenbuurt,2561138,Frédéric,False,1.0,14.04,De Pijp - Rivierenbuurt,52.341569,4.907293200000001,Entire rental unit,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,13,13.0,5.0,4.85,4.77,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
805043276440253933,Cozy and quiet apartment on perfect location,14183701,Jacob,False,1.0,12.19,Westerpark,52.379258424810246,4.875377304822552,Entire condo,Entire home/apt,2,1.0,2.0,139.0,78,365,78,287,0.2137,0.7863,7,7.0,4.71,4.57,4.57,4.86,39893.0,Non-Superhost,Available Price,Has Reviews,21.37,78.63,Single-listing host
805045986496352757,"Best location, very light and nice place",438774190,Kim,False,1.0,4.46,De Baarsjes - Oud-West,52.3653,4.86938,Entire condo,Entire home/apt,4,2.0,,,0,365,0,365,0.0,1.0,10,10.0,4.9,4.8,4.7,4.9,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
805046013522495790,"Stylish apartment, away from Amsterdam buzz",22061260,Isabel,False,1.0,11.72,Slotervaart,52.36492,4.82873,Entire condo,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,5,5.0,4.2,3.8,3.8,4.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
805124920105596241,Gezellig gezinsappartement,80716304,Linsey,False,1.0,9.98,Oostelijk Havengebied - Indische Buurt,52.36125886721224,4.937177874266558,Entire condo,Entire home/apt,4,3.0,4.0,288.0,128,365,128,237,0.3507,0.6493,6,6.0,5.0,4.67,4.83,5.0,68256.0,Non-Superhost,Available Price,Has Reviews,35.07,64.92999999999999,Single-listing host
805352733112395898,Good apartment Amsterdam center,496305414,Ouhao,False,2.0,3.43,Bijlmer-Centrum,52.3077271,4.9537402,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,1,1.0,3.0,1.0,3.0,2.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Small portfolio host
805495658328856601,Bright apt. with Rooftop Terrace @ shopping street,32401932,Pleunie,True,1.0,11.14,De Baarsjes - Oud-West,52.36456,4.86435,Entire rental unit,Entire home/apt,2,1.0,1.0,300.0,60,365,60,305,0.1644,0.8356,20,20.0,4.9,4.65,4.85,4.95,91500.0,Superhost,Available Price,Has Reviews,16.439999999999998,83.56,Single-listing host
805568547883194797,Hier wil je verblijven!,306604115,Steven,False,1.0,6.63,Bos en Lommer,52.38449099688658,4.849515694633872,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,6,6.0,5.0,5.0,4.83,5.0,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
805670373384863775,Design in the heart of Amsterdam,8196746,Carmen,False,1.0,12.85,Centrum-West,52.3714608,4.8979551,Entire rental unit,Entire home/apt,2,1.0,,,0,365,0,365,0.0,1.0,3,3.0,5.0,4.33,5.0,3.67,,Non-Superhost,Missing Price,Has Reviews,0.0,100.0,Single-listing host
806014387215959178,casa vrolik 1 person room with the bigger bed,4905127,Toetsie,True,4.0,13.39,Oud-Oost,52.35607,4.923,Private room in bed and breakfast,Private room,1,1.0,1.0,101.0,323,365,323,42,0.8849,0.1151,23,23.0,4.96,4.74,4.87,5.0,4242.0,Superhost,Available Price,Has Reviews,88.49000000000001,11.51,Small portfolio host
806232910843145967,Luxurious Family Home - READ description!,496517242,Natali,True,1.0,3.43,De Baarsjes - Oud-West,52.37083,4.85997,Entire rental unit,Entire home/apt,8,4.0,6.0,575.0,61,365,61,304,0.1671,0.8329,17,17.0,5.0,4.94,4.94,5.0,174800.0,Superhost,Available Price,Has Reviews,16.71,83.28999999999999,Single-listing host
